Filename,Cov,Pred,BG accuracy,BG precision,BG recall,BG f1-score,BG support (%),SP accuracy,SP precision,SP recall,SP f1-score,SP support (%),OSR accuracy,OSR precision,OSR recall,OSR f1-score,OSR support (%),mean accuracy,mean precision,mean recall,mean f1-score,mean support (%),overall accuracy,overall precision,overall recall,overall f1-score,overall support (%)
cropped_180926_Md_A_M05_3,0.12361870989530564,0.1414142181695373,0.9667490476761056,0.9913974603430592,0.9712664718021246,0.9812287245820346,87.63812901046944,0.9536071779627293,0.6166797115688855,0.8967863802581552,0.7308124962996586,6.972813238770685,0.9716691373898246,0.8284134787837867,0.6151062229742433,0.7059997662311973,5.3890577507598785,0.9640084543428865,0.8121635502319103,0.8277196916781744,0.8060136623709635,100.0,0.9660978361209708,0.956485790657793,0.9468794326241134,0.9489354211519894,100.0
cropped_181009_Md_A_M06_3,0.46955673758865246,0.45395896656534956,0.9598602673726744,0.9499436396276041,0.9778768879614552,0.9637078937213527,53.044326241134755,0.9490368121311925,0.8347750865051903,0.8283869947533984,0.8315687725176386,14.949932455251606,0.9566776297587428,0.9544310512022146,0.911329126613133,0.9323822285917092,32.00574130361365,0.9551915697542032,0.9130499257783363,0.9058643364426623,0.9092196316102336,100.0,0.957223541363402,0.9341622480659109,0.9342291455589328,0.9339271730114044,100.0
cropped_180926_Md_A_M05_3,0.12361870989530564,0.1414142181695373,0.9667490476761056,0.9913974603430592,0.9712664718021246,0.9812287245820346,87.63812901046944,0.9536071779627293,0.6166797115688855,0.8967863802581552,0.7308124962996586,6.972813238770685,0.9716691373898246,0.8284134787837867,0.6151062229742433,0.7059997662311973,5.3890577507598785,0.9640084543428865,0.8121635502319103,0.8277196916781744,0.8060136623709635,100.0,0.9660978361209708,0.956485790657793,0.9468794326241134,0.9489354211519894,100.0
cropped_181009_Md_A_M06_3,0.46955673758865246,0.45395896656534956,0.9598602673726744,0.9499436396276041,0.9778768879614552,0.9637078937213527,53.044326241134755,0.9490368121311925,0.8347750865051903,0.8283869947533984,0.8315687725176386,14.949932455251606,0.9566776297587428,0.9544310512022146,0.911329126613133,0.9323822285917092,32.00574130361365,0.9551915697542032,0.9130499257783363,0.9058643364426623,0.9092196316102336,100.0,0.957223541363402,0.9341622480659109,0.9342291455589328,0.9339271730114044,100.0
cropped_181010_Pr_A_M07_3,0.8672931442080378,0.8523429584599798,0.9573723503230932,0.8148440403693856,0.9066408784944457,0.8582949621005652,13.270685579196218,0.9011310972880099,0.9408016604985412,0.8486033470216806,0.8923272647917799,47.802684903748734,0.9197695367235572,0.8697318698942514,0.940997338666123,0.9039621949593278,38.92662951705505,0.9260909947782201,0.8751258569207261,0.8987471880607498,0.8848614739505577,100.0,0.9158500134109321,0.8964211466810841,0.8922711921648092,0.892340031067158,100.0
cropped_181015_Md_A_M06_3,0.4282446808510638,0.4357548125633232,0.9612479910122178,0.9732093156883518,0.9604259975457297,0.9667754011768299,57.17553191489362,0.9479657253945144,0.8829080159811552,0.8433177893756976,0.8626589104956519,19.137875717662954,0.9605801616122415,0.8922507451527522,0.952866573514315,0.921562983174954,23.68659236744343,0.9565979593396579,0.9161226922740863,0.9188701201452475,0.9169990982824786,100.0,0.9585478614981294,0.9367512385896775,0.9362234042553191,0.9361404354371049,100.0
cropped_190913_Pr_A_M07_2,0.0420102627023531,0.0362999105936959,0.993253653326332,0.9935502336621547,0.9994725535482254,0.9965025944401584,95.7989737297647,0.9959183575786802,0.0006331117442228553,0.0078125,0.001171303074670571,0.030436188628279022,0.989796185343136,0.9840353633142147,0.7678668149035035,0.8626144879267278,4.17059008160703,0.9929893987493826,0.6594062362401975,0.5917172894839097,0.620096128480519,100.0,0.9931102675439627,0.9928512012949964,0.9895114040594266,0.9906157294401418,100.0
cropped_190927_Pr_A_M04_3,0.5175162643382982,0.4991368487131199,0.9514547529932786,0.9346085007999468,0.9702108575497944,0.9520769631615156,48.24837356617018,0.9337876107045666,0.8847556624468114,0.8741323259973627,0.8794119127939176,27.318976012478835,0.9583433564389047,0.9453642040621564,0.886941373403924,0.9152213864647458,24.43265042135099,0.9478619067122499,0.9215761224363049,0.9104281856503604,0.9155700874733931,100.0,0.9483113390281178,0.9236171192271274,0.9236182445928208,0.9232208212670412,100.0
cropped_20200916_Ch_D_M03_2,0.47751628943758573,0.4825008321229726,0.9676073901844976,0.9741068154769518,0.964813746805692,0.9694380107278225,52.248371056241425,0.9607564704171228,0.8953849165306592,0.939053384119868,0.9166993903908702,22.723450234003067,0.9687924749436027,0.949861882018846,0.9267196107026545,0.9381480494611619,25.028178709755505,0.9657187785150744,0.9397845380088189,0.9435289138760715,0.9414284835266181,100.0,0.9663472299719577,0.9501504186726728,0.9494258351488744,0.9496226691574222,100.0
cropped_20200930_Ch_D_M03_2,0.8291122004357299,0.8271188876785281,0.9784422958173055,0.9354219995478446,0.9463331857754168,0.9408459589013464,17.088779956427018,0.9286891833346971,0.8973402979014009,0.9125621983932508,0.9048872374464572,36.9429819252804,0.9362264032704343,0.939513443086303,0.9226312267209364,0.9309958077588634,45.96823811829259,0.947785960807479,0.9240919135118495,0.9271755369632014,0.9255763347022222,100.0,0.9406561104558827,0.9232342478999939,0.9229618030339708,0.9230337940015165,100.0
cropped_20201008_Ch_D_M03_3,0.871991749374647,0.8760199810376825,0.9609035192834956,0.8771444551787257,0.8495420072884862,0.8631226077602381,12.800825062535301,0.8520542806833684,0.8711979260769033,0.8895213143025333,0.8802642766084228,60.82642419107561,0.873409138292849,0.7762357583669595,0.7504374306803839,0.763118619348566,26.37275074638909,0.895455646086571,0.8415260465408627,0.8298335840904678,0.8355018345724089,100.0,0.8716197446680669,0.8469149950710088,0.8477233871943839,0.8471754693670062,100.0
cropped_20201014_Ch_A_M03_4,0.8942220406681191,0.8760672607520374,0.9601541436159771,0.7832498283272719,0.9176798016639253,0.8451525970729244,10.57779593318809,0.8665512248222484,0.8704680650320443,0.8353117999975157,0.8525276457401156,45.67541908738804,0.878820196504645,0.864674311404753,0.8652524580053231,0.8649632880958933,43.74678497942387,0.9018418549809568,0.8394640682546898,0.8727480198889213,0.8542145103029778,100.0,0.8818196312208412,0.8587077169953199,0.8571225944081337,0.857187721864319,100.0
cropped_180919_Pr_A_M16_1,0.5270879770347855,0.5136955420466058,0.9403660115456072,0.9259330635318301,0.952154639120041,0.9388608004957327,47.29120229652145,0.9491578298813761,0.7706848140794066,0.7308024087191652,0.7502139344785747,10.179162445119893,0.9563061997263735,0.9590951592599039,0.9407727690527097,0.9498456132825692,42.52963525835866,0.9486100137177855,0.885237678957047,0.8745766056306387,0.8796401160856254,100.0,0.9480402489086608,0.9242338103840405,0.9247821681864236,0.9243299303682736,100.0
cropped_180919_Pr_D_M12_2,0.5824628503883823,0.5541084093211753,0.9408979148954241,0.9036401231552279,0.9650052271748384,0.9333150800131034,41.75371496116177,0.9415703188216755,0.8118455961277518,0.6216744337523166,0.7041459355252353,10.888466734211415,0.9460411405586374,0.9474935967800951,0.9417941687198924,0.944635285997078,47.35781830462681,0.9428364580919123,0.887659772021025,0.8428246098823492,0.8606987671784722,100.0,0.943406848837835,0.9144131549755465,0.9166295170550489,0.9137230765320651,100.0
